Dossier,Numéro - Type de dossier,Code insee de la commune principale,Année de dépôt,Date de dépôt,Dossier issu de la SVE ?
DP 93010 24 B0053,DP,93010,2024,15/04/2024,1
DP 93010 24 B0085,DP,93010,2024,23/05/2024,1
PC 93010 23 B0054,PC,93010,2023,24/10/2023,0
PC 93010 18 B0070 T02,PC,93010,2020,16/11/2020,0
DP 93010 23 B0134,DP,93010,2023,14/08/2023,1
DP 93010 24 B0075,DP,93010,2024,10/05/2024,0
DP 93010 22 B0172,DP,93010,2022,21/11/2022,0
DP 93010 24 B0027,DP,93010,2024,01/03/2024,1
DP 93010 24 B0060,DP,93010,2024,25/04/2024,1
PC 93010 23 B0061,PC,93010,2023,15/12/2023,1
PC 93010 22 B0071 M01,PC,93010,2024,05/04/2024,0
PC 93010 24 B0029,PC,93010,2024,01/07/2024,0
DP 93010 24 B0073,DP,93010,2024,13/05/2024,1
PC 93010 24 B0021,PC,93010,2024,24/05/2024,0
PC 93010 24 B0023,PC,93010,2024,29/05/2024,0
DP 93010 24 B0078,DP,93010,2024,17/05/2024,1
DP 93010 24 B0076,DP,93010,2024,17/05/2024,0
DP 93010 24 B0088,DP,93010,2024,28/05/2024,1
DP 93010 23 B0201,DP,93010,2023,20/12/2023,1
DP 93010 24 B0062,DP,93010,2024,26/04/2024,1
PC 93010 17 B0052 M04,PC,93010,2024,22/03/2024,0
DP 93010 24 B0054,DP,93010,2024,16/04/2024,1
DP 93010 24 B0066,DP,93010,2024,03/05/2024,0
DP 93010 24 B0082,DP,93010,2024,21/05/2024,0
DP 93010 24 B0100,DP,93010,2024,19/06/2024,1
DP 93010 23 B0011,DP,93010,2023,23/01/2023,0
DP 93010 24 B0157,DP,93010,2024,27/09/2024,1
PD 93010 24 B0001,PD,93010,2024,03/05/2024,1
DP 93010 24 B0086,DP,93010,2024,24/05/2024,1
DP 93010 24 B0089,DP,93010,2024,30/05/2024,1
DP 93010 24 B0094,DP,93010,2024,06/06/2024,0
DP 93010 24 B0071,DP,93010,2024,10/05/2024,1
DP 93010 24 B0112,DP,93010,2024,12/07/2024,0
DP 93010 25 B0036,DP,93010,2025,24/03/2025,1
DP 93010 24 B0092,DP,93010,2024,04/06/2024,1
DP 93010 24 B0018,DP,93010,2024,02/02/2024,0
PC 93010 18 B0060 M01,PC,93010,2024,25/03/2024,0
DP 93010 24 B0067,DP,93010,2024,30/04/2024,0
DP 93010 24 B0040,DP,93010,2024,28/03/2024,1
PC 93010 18 B0060,PC,93010,2018,27/09/2018,0
DP 93010 24 B0091,DP,93010,2024,30/05/2024,0
DP 93010 24 B0099,DP,93010,2024,18/06/2024,1
DP 93010 24 B0064,DP,93010,2024,29/04/2024,0
DP 93010 24 B0107,DP,93010,2024,02/07/2024,0
DP 93010 24 B0113,DP,93010,2024,12/07/2024,1
PC 93010 24 B0026,PC,93010,2024,05/06/2024,0
PC 93010 24 B0013,PC,93010,2024,04/04/2024,1
DP 93010 24 B0103,DP,93010,2024,27/07/2024,1
DP 93010 24 B0021,DP,93010,2024,14/02/2024,1
DP 93010 24 B0095,DP,93010,2024,07/06/2024,0
DP 93010 24 B0090,DP,93010,2024,30/05/2024,1
PC 93010 24 B0031,PC,93010,2024,04/07/2024,1
DP 93010 24 B0109,DP,93010,2024,04/07/2024,0
PC 93010 20 B0056 M03,PC,93010,2024,05/07/2024,0
DP 93010 24 B0041,DP,93010,2024,29/03/2024,0
PC 93010 24 B0052,PC,93010,2024,02/10/2024,1
DP 93010 24 B0108,DP,93010,2024,28/06/2024,0
PC 93010 22 B0008 M01,PC,93010,2024,29/03/2024,0
PD 93010 24 B0002,PD,93010,2024,06/06/2024,0
PD 93010 24 B0003,PD,93010,2024,06/06/2024,0
PC 93010 20 B0069 M01,PC,93010,2024,29/03/2024,0
PC 93010 20 B0069,PC,93010,2020,05/11/2020,0
PC 93010 21 B0077 M01,PC,93010,2024,14/10/2024,0
DP 93010 24 B0118,DP,93010,2024,19/07/2024,1
DP 93010 24 B0105,DP,93010,2024,01/07/2024,1
DP 93010 24 B0114,DP,93010,2024,18/07/2024,0
DP 93010 24 B0175,DP,93010,2024,02/11/2024,1
DP 93010 24 B0119,DP,93010,2024,22/07/2024,1
DP 93010 24 B0115,DP,93010,2024,17/07/2024,1
PC 93010 13 B0071 M01,PC,93010,2024,05/11/2024,0
DP 93010 24 B0116,DP,93010,2024,18/07/2024,1
DP 93010 24 B0110,DP,93010,2024,08/07/2024,1
DP 93010 24 B0048,DP,93010,2024,05/04/2024,1
DP 93010 22 B0117,DP,93010,2022,05/08/2022,0
PC 93010 20 B0049 M02,PC,93010,2024,30/09/2024,0
PD 93010 24 B0005,PD,93010,2024,29/08/2024,1
DP 93010 24 B0131,DP,93010,2024,12/08/2024,0
PC 93010 21 B0102 M02,PC,93010,2024,09/09/2024,0
DP 93010 24 B0201,DP,93010,2024,20/12/2024,0
DP 93010 24 B0120,DP,93010,2024,25/07/2024,1
DP 93010 24 B0096,DP,93010,2024,12/06/2024,1
DP 93010 24 B0084,DP,93010,2024,23/05/2024,1
DP 93010 24 B0042,DP,93010,2024,02/04/2024,0
DP 93010 24 B0177,DP,93010,2024,12/11/2024,1
DP 93010 24 B0166,DP,93010,2024,14/10/2024,1
PC 93010 24 B0038,PC,93010,2024,01/08/2024,1
PC 93010 24 B0012,PC,93010,2024,03/04/2024,1
PC 93010 24 B0033,PC,93010,2024,08/07/2024,1
DP 93010 24 B0123,DP,93010,2024,29/07/2024,0
PC 93010 15 B0069 M06,PC,93010,2024,30/07/2024,0
PC 93010 23 B0044 M01,PC,93010,2024,29/07/2024,0
DP 93010 24 B0124,DP,93010,2024,01/08/2024,1
PC 93010 24 B0030,PC,93010,2024,02/07/2024,1
DP 93010 24 B0126,DP,93010,2024,01/08/2024,1
PC 93010 24 B0015,PC,93010,2024,10/04/2024,1
DP 93010 24 B0127,DP,93010,2024,06/08/2024,1
DP 93010 24 B0128,DP,93010,2024,07/08/2024,0
PC 93010 21 B0059,PC,93010,2021,30/07/2021,0
DP 93010 24 B0139,DP,93010,2024,04/09/2024,1
PC 93010 24 B0043,PC,93010,2024,05/09/2024,1
DP 93010 24 B0146,DP,93010,2024,17/09/2024,1
PC 93010 20 B0027 M01,PC,93010,2021,04/05/2021,0
PC 93010 24 B0047,PC,93010,2024,23/09/2024,0
PC 93010 20 B0027,PC,93010,2020,27/05/2020,0
PC 93010 20 B0027 M02,PC,93010,2024,14/08/2024,0
DP 93010 24 B0134,DP,93010,2024,19/08/2024,0
PD 93010 24 B0004,PD,93010,2024,09/07/2024,1
DP 93010 24 B0176,DP,93010,2024,12/11/2024,1
DP 93010 24 B0129,DP,93010,2024,07/08/2024,1
PD 93010 24 B0006,PD,93010,2024,10/09/2024,1
DP 93010 24 B0132,DP,93010,2024,12/08/2024,1
PC 93010 24 B0040,PC,93010,2024,07/08/2024,1
DP 93010 24 B0061,DP,93010,2024,25/04/2024,1
PC 93010 23 B0035 M01,PC,93010,2024,03/06/2024,0
DP 93010 24 B0093,DP,93010,2024,05/06/2024,0
PC 93010 24 B0032,PC,93010,2024,05/07/2024,1
PC 93010 22 B0016 M01,PC,93010,2024,15/07/2024,1
PC 93010 24 B0054,PC,93010,2024,08/10/2024,1
DP 93010 24 B0138,DP,93010,2024,03/09/2024,1
DP 93010 24 B0167,DP,93010,2024,14/10/2024,0
PC 93010 24 B0055,PC,93010,2024,14/10/2024,1
DP 93010 24 B0168,DP,93010,2024,17/10/2024,1
DP 93010 24 B0179,DP,93010,2024,13/11/2024,1
PC 93010 24 B0027,PC,93010,2024,21/06/2024,1
PC 93010 24 B0024,PC,93010,2024,04/06/2024,1
PC 93010 24 B0056,PC,93010,2024,14/10/2024,0
DP 93010 24 B0117,DP,93010,2024,19/07/2024,1
PC 93010 22 B0030 T01,PC,93010,2024,13/12/2024,0
DP 93010 24 B0158,DP,93010,2024,01/10/2024,1
DP 93010 24 B0135,DP,93010,2024,26/08/2024,1
DP 93010 24 B0141,DP,93010,2024,10/09/2024,1
DP 93010 24 B0159,DP,93010,2024,27/09/2024,0
PC 93010 24 B0036,PC,93010,2024,30/07/2024,0
PC 93010 24 B0037,PC,93010,2024,01/08/2024,0
DP 93010 24 B0125,DP,93010,2024,01/08/2024,1
DP 93010 24 B0142,DP,93010,2024,09/09/2024,0
DP 93010 24 B0143,DP,93010,2024,12/09/2024,1
DP 93010 24 B0148,DP,93010,2024,19/09/2024,1
DP 93010 24 B0145,DP,93010,2024,17/09/2024,1
PC 93010 24 B0045,PC,93010,2024,13/09/2024,0
DP 93010 24 B0173,DP,93010,2024,24/10/2024,0
DP 93010 24 B0147,DP,93010,2024,18/09/2024,1
PC 93010 24 B0041,PC,93010,2024,08/08/2024,1
DP 93010 24 B0049,DP,93010,2024,08/04/2024,1
DP 93010 24 B0140,DP,93010,2024,06/09/2024,1
PC 93010 24 B0050,PC,93010,2024,27/09/2024,1
DP 93010 24 B0163,DP,93010,2024,03/10/2024,1
DP 93010 24 B0162,DP,93010,2024,03/10/2024,1
DP 93010 24 B0150,DP,93010,2024,24/09/2024,1
DP 93010 24 B0121,DP,93010,2024,26/07/2024,1
DP 93010 24 B0151,DP,93010,2024,24/09/2024,1
PD 93010 24 B0007,PD,93010,2024,21/09/2024,1
DP 93010 24 B0160,DP,93010,2024,02/10/2024,1
DP 93010 24 B0178,DP,93010,2024,13/11/2024,0
DP 93010 24 B0156,DP,93010,2024,26/09/2024,1
DP 93010 24 B0152,DP,93010,2024,24/09/2024,1
PC 93010 18 B0032 M02,PC,93010,2024,24/09/2024,0
PC 93010 24 B0051,PC,93010,2024,02/10/2024,1
PC 93010 24 B0060,PC,93010,2024,13/11/2024,1
DP 93010 24 B0169,DP,93010,2024,18/10/2024,1
DP 93010 24 B0161,DP,93010,2024,03/10/2024,0
DP 93010 24 B0153,DP,93010,2024,25/09/2024,1
PC 93010 24 B0011,PC,93010,2024,29/03/2024,1
DP 93010 24 B0154,DP,93010,2024,25/09/2024,1
DP 93010 24 B0155,DP,93010,2024,25/09/2024,1
PC 93010 24 B0053,PC,93010,2024,04/10/2024,1
PC 93010 21 B0055 M01,PC,93010,2024,31/07/2024,0
PC 93010 24 B0049,PC,93010,2024,27/09/2024,1
PC 93010 20 B0010 M01,PC,93010,2024,16/10/2024,0
PC 93010 24 B0063,PC,93010,2024,25/11/2024,1
PC 93010 24 B0066,PC,93010,2024,16/12/2024,0
PC 93010 24 B0061,PC,93010,2024,14/11/2024,1
DP 93010 24 B0137,DP,93010,2024,03/09/2024,1
DP 93010 24 B0097,DP,93010,2024,12/06/2024,1
PC 93010 24 B0062,PC,93010,2024,15/11/2024,0
DP 93010 25 B0038,DP,93010,2025,29/03/2025,1
PC 93010 19 B0008 M02,PC,93010,2021,10/11/2021,0
DP 93010 24 B0184,DP,93010,2024,19/11/2024,1
DP 93010 24 B0032,DP,93010,2024,11/03/2024,0
DP 93010 24 B0174,DP,93010,2024,30/10/2024,1
PC 93010 24 B0044,PC,93010,2024,10/09/2024,1
DP 93010 24 B0165,DP,93010,2024,09/10/2024,1
DP 93010 21 B0177,DP,93010,2021,11/10/2021,0
DP 93010 24 B0172,DP,93010,2024,24/10/2024,0
PC 93010 21 B0097 M02,PC,93010,2024,07/10/2024,0
PC 93010 22 B0042 M02,PC,93010,2024,11/10/2024,0
PC 93010 24 B0034,PC,93010,2024,26/07/2024,1
DP 93010 24 B0122,DP,93010,2024,24/07/2024,0
DP 93010 24 B0170,DP,93010,2024,21/10/2024,1
PC 93010 24 B0046,PC,93010,2024,23/09/2024,1
DP 93010 24 B0186,DP,93010,2024,29/11/2024,0
PC 93010 24 B0042,PC,93010,2024,30/08/2024,1
PC 93010 20 B0004 M01,PC,93010,2025,08/01/2025,0
DP 93010 25 B0004,DP,93010,2025,21/01/2025,1
DP 93010 24 B0185,DP,93010,2024,27/11/2024,1
DP 93010 24 B0111,DP,93010,2024,10/07/2024,1
DP 93010 23 B0113,DP,93010,2023,26/06/2023,0
DP 93010 24 B0171,DP,93010,2024,23/10/2024,1
PC 93010 20 B0010 M02,PC,93010,2024,20/12/2024,0
PC 93010 24 B0065,PC,93010,2024,03/12/2024,0
DP 93010 24 B0189,DP,93010,2024,02/12/2024,0
PC 93010 18 B0072 M01,PC,93010,2019,04/07/2019,0
PC 93010 21 B0069,PC,93010,2021,07/09/2021,0
DP 93010 24 B0180,DP,93010,2024,18/11/2024,1
PC 93010 18 B0072,PC,93010,2018,11/12/2018,0
DP 93010 23 B0112,DP,93010,2023,23/06/2023,0
PC 93010 24 B0067,PC,93010,2024,18/12/2024,1
DP 93010 24 B0190,DP,93010,2024,06/12/2024,1
DP 93010 24 B0205,DP,93010,2024,26/12/2024,1
DP 93010 24 B0204,DP,93010,2024,26/12/2024,0
DP 93010 24 B0195,DP,93010,2024,09/12/2024,1
PC 93010 18 B0072 M02,PC,93010,2024,18/12/2024,0
PC 93010 24 B0069,PC,93010,2024,19/12/2024,1
PC 93010 24 B0039,PC,93010,2024,02/08/2024,1
DP 93010 24 B0183,DP,93010,2024,18/11/2024,1
DP 93010 24 B0196,DP,93010,2024,12/12/2024,1
PC 93010 22 B0059,PC,93010,2022,24/10/2022,0
PC 93010 24 B0020,PC,93010,2024,24/04/2024,0
DP 93010 24 B0192,DP,93010,2024,06/12/2024,1
DP 93010 24 B0191,DP,93010,2024,06/12/2024,0
DP 93010 24 B0197,DP,93010,2024,12/12/2024,1
DP 93010 24 B0193,DP,93010,2024,06/12/2024,1
PC 93010 24 B0070,PC,93010,2024,27/12/2024,1
DP 93010 24 B0200,DP,93010,2024,18/12/2024,1
DP 93010 24 B0194,DP,93010,2024,09/12/2024,1
DP 93010 24 B0181,DP,93010,2024,14/11/2024,0
DP 93010 24 B0144,DP,93010,2024,12/09/2024,1
PC 93010 24 B0068,PC,93010,2024,18/12/2024,1
DP 93010 25 B0022,DP,93010,2025,17/02/2025,1
PC 93010 23 B0050,PC,93010,2023,29/09/2023,0
PC 93010 20 B0004,PC,93010,2020,14/01/2020,0
PC 93010 20 B0010,PC,93010,2020,04/02/2020,0
DP 93010 25 B0010,DP,93010,2025,24/01/2025,0
DP 93010 25 B0001,DP,93010,2025,06/01/2025,1
DP 93010 25 B0014,DP,93010,2025,29/01/2025,1
DP 93010 25 B0019,DP,93010,2025,12/02/2025,1
DP 93010 25 B0006,DP,93010,2025,22/01/2025,1
DP 93010 25 B0008,DP,93010,2025,23/01/2025,1
DP 93010 25 B0005,DP,93010,2025,22/01/2025,1
PC 93010 24 B0048,PC,93010,2024,20/09/2024,0
DP 93010 25 B0009,DP,93010,2025,23/01/2025,1
DP 93010 24 B0164,DP,93010,2024,07/10/2024,0
PC 93010 25 B0006,PC,93010,2025,27/01/2025,0
PC 93010 24 B0059,PC,93010,2024,13/11/2024,1
DP 93010 24 B0187,DP,93010,2024,02/12/2024,1
PC 93010 25 B0003,PC,93010,2025,15/01/2025,1
PC 93010 24 B0049 M02,PC,93010,2025,25/03/2025,1
DP 93010 24 B0202,DP,93010,2024,23/12/2024,1
DP 93010 25 B0037,DP,93010,2025,26/03/2025,1
DP 93010 25 B0015,DP,93010,2025,07/02/2025,1
DP 93010 25 B0023,DP,93010,2025,18/02/2025,1
DP 93010 25 B0020,DP,93010,2025,14/02/2025,1
DP 93010 25 B0034,DP,93010,2025,27/03/2025,1
DP 93010 25 B0021,DP,93010,2025,17/02/2025,1
DP 93010 25 B0012,DP,93010,2025,27/01/2025,1
PD 93010 25 B0001,PD,93010,2025,06/02/2025,0
PC 93010 25 B0014,PC,93010,2025,12/03/2025,1
DP 93010 24 B0100 M01,DP,93010,2025,21/02/2025,0
DP 93010 25 B0016,DP,93010,2025,10/02/2025,1
DP 93010 25 B0017,DP,93010,2025,10/02/2025,1
PC 93010 22 B0011,PC,93010,2022,30/03/2022,0
DP 93010 25 B0003,DP,93010,2025,17/01/2025,1
PC 93010 25 B0015,PC,93010,2025,12/03/2025,1
PC 93010 25 B0012,PC,93010,2025,27/02/2025,1
DP 93010 25 B0013,DP,93010,2025,24/01/2025,0
DP 93010 25 B0007,DP,93010,2025,23/01/2025,1
PC 93010 25 B0007,PC,93010,2025,30/01/2025,1
DP 93010 25 B0028,DP,93010,2025,13/03/2025,1
DP 93010 24 B0188,DP,93010,2024,02/12/2024,1
PC 93010 24 B0049 M01,PC,93010,2025,27/02/2025,1
PC 93010 24 B0058,PC,93010,2024,23/10/2024,1
DP 93010 24 B0203,DP,93010,2024,18/12/2024,0
DP 93010 25 B0029,DP,93010,2025,13/03/2025,1
PD 93010 25 B0002,PD,93010,2025,14/03/2025,1
PC 93010 25 B0008,PC,93010,2025,31/01/2025,0
PC 93010 25 B0009,PC,93010,2025,03/02/2025,1
PC 93010 25 B0011,PC,93010,2025,19/02/2025,1
DP 93010 25 B0018,DP,93010,2025,10/02/2025,1
PC 93010 24 B0057,PC,93010,2024,16/10/2024,1
DP 93010 22 B0050 T01,DP,93010,2025,17/02/2025,0
DP 93010 24 B0198,DP,93010,2024,13/12/2024,0
DP 93010 24 B0206,DP,93010,2024,27/12/2024,1
PC 93010 25 B0013,PC,93010,2025,11/03/2025,1
DP 93010 25 B0026,DP,93010,2025,06/03/2025,1
DP 93010 24 B0182,DP,93010,2024,18/11/2024,1
DP 93010 25 B0025,DP,93010,2025,26/02/2025,1
PC 93010 25 B0017,PC,93010,2025,14/03/2025,1
DP 93010 25 B0027,DP,93010,2025,06/03/2025,1
PC 93010 24 B0071,PC,93010,2024,27/12/2024,1
DP 93010 25 B0011,DP,93010,2025,27/01/2025,1
PC 93010 21 B0065 M01,PC,93010,2024,30/09/2024,0
PC 93010 25 B0001,PC,93010,2025,13/01/2025,1
PA 93010 25 B0001,PA,93010,2025,14/01/2025,1
DP 93010 25 B0039,DP,93010,2025,01/04/2025,1
DP 93010 25 B0040,DP,93010,2025,01/04/2025,1
PC 93010 25 B0002,PC,93010,2025,15/01/2025,1
PC 93010 25 B0018,PC,93010,2025,15/03/2025,1
DP 93010 25 B0033,DP,93010,2025,18/03/2025,1
DP 93010 25 B0045,DP,93010,2025,07/04/2025,1
DP 93010 25 B0024,DP,93010,2025,26/02/2025,1
DP 93010 24 B0138 M01,DP,93010,2025,21/03/2025,1
DP 93010 25 B0032,DP,93010,2025,18/03/2025,1
PC 93010 25 B0019,PC,93010,2025,01/04/2025,1
DP 93010 25 B0041,DP,93010,2025,02/04/2025,1
PC 93010 15 B0025,PC,93010,2023,14/04/2015,0
PC 93010 24 B0064,PC,93010,2024,02/12/2024,1
PC 93010 15 B0059,PC,93010,2015,02/09/2015,0
DP 93010 25 B0044,DP,93010,2025,05/04/2025,1
DP 93010 25 B0042,DP,93010,2025,03/04/2025,1
DP 93010 25 B0031,DP,93010,2025,18/03/2025,0
DP 93010 25 B0047,DP,93010,2025,07/04/2025,1
PC 93010 25 B0016,PC,93010,2025,14/03/2025,1
DP 93010 25 B0030,DP,93010,2025,14/03/2025,1
DP 93010 25 B0046,DP,93010,2025,07/04/2025,0
PC 93010 15 B0059 M01,PC,93010,2015,04/04/2025,0
PC 93010 24 B0064 T01,PC,93010,2025,03/04/2025,0
PD 93010 25 B0003,PD,93010,2025,07/04/2025,0
DP 93010 25 B0043,DP,93010,2025,04/04/2025,1
PC 93010 25 B0005,PC,93010,2025,17/01/2025,1
DP 93010 24 B0199,DP,93010,2024,13/12/2024,1
PC 93010 25 B0020,PC,93010,2025,04/04/2025,0
PC 93010 25 B0010,PC,93010,2025,17/02/2025,1
DP 93010 25 B0048,DP,93010,2025,09/04/2025,1
DP 93010 25 B0035,DP,93010,2025,24/03/2025,1
PC 93010 25 B0004,PC,93010,2025,17/01/2025,1
