Activité;Enseigne;N°;rue;Téléphone;Canaux de distribution;Infos ;Mail;ville;cp;latitude;longitude;result_label;result_score;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district
Prêt-à-porter;Chaussea;60;avenue Gallieni;01 48 02 23 33;;;;Bondy;93140;48.905201;2.477149;60 Avenue Galliéni 93140 Bondy;0.91;housenumber;93010_4120_00060;60;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Prêt-à-porter;Destockmania;162;avenue Gallieni;09 52 91 17 17;;;;Bondy;93140;48.906495;2.485831;162 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00162;162;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Prêt-à-porter;Gémo;105;avenue Gallieni;01 41 55 22 44;;;;Bondy;93140;48.906017;2.480035;105 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00105;105;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Prêt-à-porter;KLO;84/86;avenue Gallieni;01 70 32 49 61 ;;;;Bondy;93140;48.905698;2.480254;86 Avenue Galliéni 93140 Bondy;0.84;housenumber;93010_4120_00086;86;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Prêt-à-porter;La Halle Vêtements;60;avenue Gallieni;"01 41 55 20 67
01 48 47 38 65";;;;Bondy;93140;48.905201;2.477149;60 Avenue Galliéni 93140 Bondy;0.91;housenumber;93010_4120_00060;60;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Prêt-à-porter;Outlet Bondy;55;rue Jules Guesde;01 48 50 33 20;;;;Bondy;93140;48.904097;2.479488;55 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00055;55;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Prêt-à-porter;Sarahbel Shop;3;rue des Frères Darty;07 60 69 45 45;;;;Bondy;93140;48.903445;2.482276;3 Rue des Frères Darty 93140 Bondy;0.91;housenumber;93010_3650_00003;3;Rue des Frères Darty;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Prêt-à-porter;Stock Privé;150;avenue Gallieni;01 48 49 98 74;;;;Bondy;93140;48.906053;2.484953;150 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00150;150;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Primeur;;45;place Nicole Neuburger;;;;;Bondy;93140;48.901388;2.491983;45 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00045;45;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Réparation de téléphone;Pixou;28;rue Jules Guesde;01 41 55 68 72;;;;Bondy;93140;48.903357;2.476796;28 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00028;28;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;L'Atelier;130;avenue Gallieni;01 48 02 83 51;;;;Bondy;93140;48.906006;2.482379;130 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00130;130;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Buffalo Grill;54;avenue Gallieni;01 48 48 67 43;;;;Bondy;93140;48.904994;2.476159;54 Avenue Galliéni 93140 Bondy;0.91;housenumber;93010_4120_00054;54;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;La Terrasse;;Place du 11 Novembre 1919;01 48 47 04 87;;;;Bondy;93140;48.902604;2.482603;Place du 11 Novembre 93140 Bondy;0.79;street;93010_y5basl;;Place du 11 Novembre;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Caraibbean Food;158;rue Louis-Auguste Blanqui;;Livraison, Emporter, Click&Collect;www.caribbeanfood.fr;;Bondy;93140;48.897634;2.492342;158 Rue Louis Auguste Blanqui 93140 Bondy;0.93;housenumber;93010_5170_00158;158;Rue Louis Auguste Blanqui;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Chicken King;9;rue de la Liberté;09 53 38 55 03;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.895133;2.478441;9 Rue de la Liberté 93140 Bondy;0.91;housenumber;93010_5151_00009;9;Rue de la Liberté;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Chick'N Choc;2 Bis;avenue Henri Varagnat;01 80 60 44 16;;;;Bondy;93140;48.91244;2.481844;2bis Avenue Henri Varagnat 93140 Bondy;0.86;housenumber;93010_4449_00002_bis;2bis;Avenue Henri Varagnat;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Chorizo La Mego;89;rue Edouard Vaillant;01 83 72 00 07;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.895648;2.485389;89 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00089;89;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Dame de France;71;rue Edouard Vaillant;01 48 48 72 02;;;;Bondy;93140;48.895797;2.483453;71 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00071;71;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Fuego Latino;187;avenue Gallieni;06 59 13 93 91;;;;Bondy;93140;48.907089;2.487022;187 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00187;187;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Guest Live;36;rue Marcel Dassault;06 95 40 04 91;;;;Bondy;93140;48.887872;2.485515;36 Rue Marcel Dassault 93140 Bondy;0.92;housenumber;93010_6125_00036;36;Rue Marcel Dassault;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Harry's Café;27;rue Jules Guesde;06 58 14 14 14;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.904038;2.476564;27 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00027;27;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Kayal;143;avenue de la République;01 88 49 56 45;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.896548;2.4782;143 Avenue de la République 93140 Bondy;0.93;housenumber;93010_8160_00143;143;Avenue de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Le Vaillant;177;rue Edouard Vaillant;;;;;Bondy;93140;48.894642;2.491795;177 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00177;177;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Le Chêne;73;rue Jules Guesde;01 48 02 01 60;;;;Bondy;93140;48.903281;2.480002;73 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00073;73;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Le Murat;4;place de la République;01 48 50 21 14;;;;Bondy;93140;48.895029;2.477459;4 Place de la République 93140 Bondy;0.92;housenumber;93010_8161_00004;4;Place de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Le nouveau Dakar;70 Bis;avenue Maréchal de Lattre de Tassigny;01 79 64 17 37;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.905721;2.483318;Avenue du Mal de Lattre de Tassigny 93140 Bondy;0.73;street;93010_z4f9f0;;Avenue du Mal de Lattre de Tassigny;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Le petit Blanqui;79;rue Louis-Auguste Blanqui;;;;;Bondy;93140;48.898843;2.485462;79 Rue Louis Auguste Blanqui 93140 Bondy;0.93;housenumber;93010_5170_00079;79;Rue Louis Auguste Blanqui;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Le Cap Carbon;93;avenue de la République;01 48 48 86 26;Emporter, Click&Collect;;;Bondy;93140;48.898425;2.478787;93 Avenue de la République 93140 Bondy;0.93;housenumber;93010_8160_00093;93;Avenue de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Le Royal;8/8B;place de la République;09 73 24 84 11;;;;Bondy;93140;48.894796;2.477053;8bis Place de la République 93140 Bondy;0.8;housenumber;93010_8161_00008_bis;8bis;Place de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;L'Inédit;34;cours de la République;06 67 26 74 59;;;;Bondy;93140;48.900475;2.479478;34 Cours de la République 93140 Bondy;0.92;housenumber;93010_8159_00034;34;Cours de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Otantik;160;avenue Gallieni;09 53 93 09 34;Livraison;;;Bondy;93140;48.906465;2.48563;160 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00160;160;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Relax Club Bondy;137;avenue Henri Barbusse;01 48 02 86 67;Emporter;;;Bondy;93140;48.899747;2.494184;137 Avenue Henri Barbusse 93140 Bondy;0.93;housenumber;93010_4436_00137;137;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;Speak Easy;9;rond point du Verger;01 79 64 74 28;;;;Bondy;93140;48.918398;2.476858;9 Rond Point du Verger 93140 Bondy;0.91;housenumber;93010_9614_00009;9;Rond Point du Verger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restaurant;The Bichicken;9;rue du Verger;;;;;Bondy;93140;48.919193;2.477614;9 Rue du Verger 93140 Bondy;0.9;housenumber;93010_9620_00009;9;Rue du Verger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;BFC Coffee restaurant;28;route de Villemomble;01 48 50 87 43;;;;Bondy;93140;48.893518;2.480326;28 Route de Villemomble 93140 Bondy;0.92;housenumber;93010_9670_00028;28;Route de Villemomble;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Big M;24;rue Jules Guesde;;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.903617;2.476534;24 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00024;24;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Caricin Grad;242;avenue de Rosny;;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.902044;2.470834;242 Avenue de Rosny 93140 Bondy;0.91;housenumber;93010_8175_00242;242;Avenue de Rosny;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Chicken Spot;9;rue du Verger;;;;;Bondy;93140;48.919193;2.477614;9 Rue du Verger 93140 Bondy;0.9;housenumber;93010_9620_00009;9;Rue du Verger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Chicken Spot;24;rue Jules Guesde;;Livraison, Emporter, Click&Collect;www.chickenspot.com;;Bondy;93140;48.903617;2.476534;24 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00024;24;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Eliza;10;rue Auguste Pollissard;01 48 48 40 37;;;;Bondy;93140;48.905144;2.479392;10 Rue Auguste Polissard 93140 Bondy;0.9;housenumber;93010_0075_00010;10;Rue Auguste Polissard;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;KFC;180;avenue Gallieni;01 73 79 30 49;Livraison, Emporter;;;Bondy;93140;48.906864;2.487844;180 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00180;180;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Le Bosphore;85;rue Jules Guesde;;;;;Bondy;93140;48.903065;2.481166;85 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00085;85;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Le Cuistot;31;avenue Henri Barbusse;01 48 48 52 41;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.901975;2.484761;31 Avenue Henri Barbusse 93140 Bondy;0.92;housenumber;93010_4436_00031;31;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Les Délices d’Istanbul;27;rue Auguste Pollissard;01 48 47 45 26;;;;Bondy;93140;48.904192;2.480478;27 Rue Auguste Polissard 93140 Bondy;0.9;housenumber;93010_0075_00027;27;Rue Auguste Polissard;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Level Five;7;rue du Verger;01 48 50 10 67;;;;Bondy;93140;48.917589;2.476454;7 Rue du Verger 93140 Bondy;0.9;housenumber;93010_9620_00007;7;Rue du Verger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Mc Donalds;3;chemin du Pont;01 48 49 90 90; Click&Collect;;;Bondy;93140;48.907945;2.48959;3 Chemin du Pont 93140 Bondy;0.89;housenumber;93010_7219_00003;3;Chemin du Pont;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;O'Pizzwich;4;avenue Henri Varagnat;01 48 49 15 83;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.912571;2.48194;4 Avenue Henri Varagnat 93140 Bondy;0.92;housenumber;93010_4449_00004;4;Avenue Henri Varagnat;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Pizza Marty;;esplanade Claude Fuzier/Gare;;;;;Bondy;93140;48.877411;2.409296;Esplanade Claude Luter 75020 Paris;0.43;street;75120_2087;;Esplanade Claude Luter;;75020;Paris;75, Paris, Île-de-France;75120;;;Paris 20e Arrondissement
Restauration rapide;Sam Pizza;121;rue Edouard Vaillant;01 48 48 65 56;;;;Bondy;93140;48.895224;2.4876;121 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00121;121;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Star Pizza;45;place Nicole Neuburger;01 48 47 94 63;;;;Bondy;93140;48.901388;2.491983;45 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00045;45;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Very Pad Thai;31;avenue Henri Barbusse;01 70 32 38 88;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.901975;2.484761;31 Avenue Henri Barbusse 93140 Bondy;0.92;housenumber;93010_4436_00031;31;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;Wok Gril;200;avenue Gallieni;01 48 02 14 67;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.907115;2.489578;200 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00200;200;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide;O Poulet Bronzé;9;rue du Verger;01 48 49 90 44;;;;Bondy;93140;48.919193;2.477614;9 Rue du Verger 93140 Bondy;0.9;housenumber;93010_9620_00009;9;Rue du Verger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide ;La Suite;9;rue Edouard Vaillant;;;;;Bondy;93140;48.896477;2.478423;9 Rue Edouard Vaillant 93140 Bondy;0.92;housenumber;93010_3115_00009;9;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Restauration rapide ;Le Mustang;24;rue Jules Guesde;01 76 58 93 53;Livraison, Emporter, Click&Collect;;;Bondy;93140;48.903617;2.476534;24 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00024;24;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Retoucherie;Céline A Couture;47;place Nicole Neuburger;01 48 49 44 08;;;;Bondy;93140;48.901069;2.491506;47 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00047;47;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Retoucherie;Fox;54;route d'Aulnay;01 48 66 78 19;;;;Bondy;93140;48.909714;2.480204;54 Route d?Aulnay 93140 Bondy;0.91;housenumber;93010_0082_00054;54;Route d?Aulnay;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Retoucherie;;174;chemin de Groslay;;;;;Bondy;93140;48.91666;2.475541;174 Chemin de Groslay 93140 Bondy;0.92;housenumber;93010_4170_00174;174;Chemin de Groslay;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Retoucherie;;71;rue Jules Guesde;;;;;Bondy;93140;48.903312;2.479806;71 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00071;71;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Retoucherie;Retoucherie Roger Salengro;7;rue Roger Salengro;01 48 49 73 45;;;;Bondy;93140;48.902383;2.479589;7 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00007;7;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Salle de sport;Magic Form;2;rue Neuve;01 41 55 55 55;;;;Bondy;93140;48.902513;2.483097;2 Rue Neuve 93140 Bondy;0.88;housenumber;93010_6640_00002;2;Rue Neuve;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Salon de thé;Le sept;7;rue Roger Salengro;;;;;Bondy;93140;48.902383;2.479589;7 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00007;7;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Salon de thé;Salon de thé by Lalia;29;avenue Henri Barbusse;;;;;Bondy;93140;48.90196;2.484878;29 Avenue Henri Barbusse 93140 Bondy;0.92;housenumber;93010_4436_00029;29;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Station-essence;Esso Bondy;108;avenue Gallieni;0800 77 42 52;;;;Bondy;93140;48.905816;2.481055;108 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00108;108;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Station-essence;Esso Gallieni;205;avenue Gallieni;0800 77 42 52;;;;Bondy;93140;48.907222;2.489032;205 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00205;205;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Franprix;11;place Nicole Neuburger;01 71 86 41 96;;;;Bondy;93140;48.901988;2.490842;11 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00011;11;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Franprix;6;rue de la Philosophie;01 48 47 40 80;;;;Bondy;93140;48.890051;2.495172;6 Rue de la Philosophie 93140 Bondy;0.92;housenumber;93010_7165_00006;6;Rue de la Philosophie;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;G20;9;avenue Henri Barbusse;01 48 02 14 77;;;;Bondy;93140;48.902276;2.482703;9 Avenue Henri Barbusse 93140 Bondy;0.92;housenumber;93010_4436_00009;9;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Intermarché;14;place de la République;01 48 49 66 42;;;;Bondy;93140;48.894796;2.477066;14 Place de la République 93140 Bondy;0.92;housenumber;93010_8161_00014;14;Place de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Leader Price;107;avenue Gallieni;01 55 89 01 83;;;;Bondy;93140;48.906117;2.480482;107 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00107;107;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Lidl;79;avenue Geneviève Anthonioz de Gaulle;01 48 49 21 97;;;;Bondy;93140;48.893325;2.489709;Av Genevieve Anthonioz de Gaulle 93140 Bondy;0.78;street;93010_4143;;Av Genevieve Anthonioz de Gaulle;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Lidl;20;avenue Henri Varagnat;01 48 50 09 23;;;;Bondy;93140;48.913801;2.483558;20 Avenue Henri Varagnat 93140 Bondy;0.92;housenumber;93010_4449_00020;20;Avenue Henri Varagnat;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Monoprix;73;rue Jules Guesde;;;;;Bondy;93140;48.903281;2.480002;73 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00073;73;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Picard;;place de la Division Leclerc;01 48 48 74 61;;;;Bondy;93140;48.902744;2.480903;Place de la Division Leclerc 93140 Bondy;0.91;street;93010_2570;;Place de la Division Leclerc;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Supermarché;Tanger Market;166;avenue Gallieni;01 48 02 84 42;;;;Bondy;93140;48.906573;2.486347;166 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00166;166;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Tabac;Le Havan'Cuir;7;place Nicole Neuburger;09 60 15 40 64;;;;Bondy;93140;48.901707;2.490675;7 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00007;7;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Tabac;Tabac de la gare;11;rue Edouard Vaillant;01 48 48 01 11 ;;;;Bondy;93140;48.896451;2.478615;11 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00011;11;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Tabac;Tabac du centre;64;rue Jules Guesde;01 48 47 12 18;;;;Bondy;93140;48.903279;2.479501;64 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00064;64;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Taxiphone;MoneyGram;13;rue Auguste Pollissard;01 41 55 16 20;;;;Bondy;93140;48.904966;2.480435;13 Rue Auguste Polissard 93140 Bondy;0.9;housenumber;93010_0075_00013;13;Rue Auguste Polissard;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Taxiphone;What Phone;48;route d'Aulnay;;;;;Bondy;93140;48.909466;2.480188;48 Route d?Aulnay 93140 Bondy;0.91;housenumber;93010_0082_00048;48;Route d?Aulnay;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Taxiphone;YZA;9;avenue Pasteur;01 41 55 11 11;;;;Bondy;93140;48.903769;2.484051;9 Avenue Pasteur 93140 Bondy;0.9;housenumber;93010_7130_00009;9;Avenue Pasteur;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Toilettage;Au Palais des Bêtes;3;place Nicole Neuburger;01 48 47 10 25;;;;Bondy;93140;48.901449;2.490519;3 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00003;3;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
